credit.policy,purpose:educational,purpose:major_purchase,purpose:small_business,purpose:home_improvement,purpose:all_other,purpose:credit_card,purpose:debt_consolidation,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
1,0,0,0,0,0,1,0,0.1221,453.09,11.1563,22.18,712,3990,34560,84.9,2,0,0,0
1,1,0,0,0,0,0,0,0.1221,69.97,10.0858,19.35,687,13410,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0.0932,287.53,11.3504,0,812,4800,1343,3.1,1,0,0,0
1,0,0,0,0,0,0,1,0.0932,332.25,11.4897,6.3,762,5400,42307,38,1,0,0,0
1,0,0,0,0,0,0,1,0.08,137.88,10.4043,10.76,747,3300,433,7.3,0,0,0,0
1,0,0,0,0,1,0,0,0.1189,318.38,10.4745,21.15,707,3575,30332,44.4,3,0,0,0
1,1,0,0,0,0,0,0,0.1218,666,11.9653,8.95,727,7157.96,31340,61.3,3,0,0,0
1,0,0,0,0,0,0,1,0.1126,492.95,11.035,5.46,787,5820,17911,32.6,2,0,0,1
1,0,0,0,0,1,0,0,0.1347,101.77,10.8198,19.75,672,6960,17015,53.8,1,0,0,0
1,0,0,0,0,0,0,1,0.1284,50.43,10.9223,23.09,672,4560.96,31698,79.2,3,0,0,0
1,0,0,1,0,0,0,0,0.0963,471.79,11.3145,4.71,762,6809.96,3629,17.9,0,1,0,0
1,0,0,0,0,0,0,1,0.1158,825.34,11.4787,19.57,752,4229.96,17091,38.8,1,0,0,0
1,0,0,0,0,1,0,0,0.1158,594.25,11.5327,11.35,727,5550,32831,66.6,1,0,0,1
1,0,0,0,0,1,0,0,0.1221,333.15,10.7144,0,707,2640,4924,23.8,0,1,0,0
1,0,0,0,1,0,0,0,0.0932,159.74,10.8199,1.39,777,6930,2294,6.1,0,0,0,0
1,0,0,0,0,0,1,0,0.1411,479.21,11.0021,22.14,677,5699.96,14180,58.6,1,0,0,0
1,0,0,0,0,0,1,0,0.1221,832.88,11.3504,17.59,727,3330,34155,45.5,0,0,0,0
1,0,0,0,1,0,0,0,0.0768,124.77,10.8448,18.07,797,5520,3832,6.6,0,0,0,0
1,0,0,0,0,0,0,1,0.0932,111.82,11.0021,16.92,727,2069.96,3160,33.3,1,0,0,0
1,0,0,0,0,0,0,1,0.1379,681.51,12.4292,5.4,687,6779.96,11356,78.7,1,0,0,0
1,0,0,0,0,0,0,1,0.1095,229,10.2299,13.68,717,2100,4635,60.2,3,0,0,0
1,0,0,0,1,0,0,0,0.1316,101.32,10.8024,0.56,717,1259.96,1672,53.9,2,0,0,0
1,0,0,0,0,1,0,0,0.1095,163.57,11.6037,15.75,717,4680,34267,67.5,2,0,0,0
1,0,0,0,0,0,0,1,0.1158,429.18,10.6359,17.37,717,3630,14391,34.4,2,0,0,0
1,0,1,0,0,0,0,0,0.1379,477.06,10.8967,6.71,687,4800,16826,81.3,2,0,0,1
1,0,0,0,0,0,1,0,0.1253,259.37,11.7065,24.54,702,6270,72544,93.6,0,0,0,0
1,0,0,0,0,0,0,1,0.1221,333.15,10.5966,4.59,742,4020,5784,52.6,1,0,0,0
1,0,0,0,0,0,0,1,0.1537,261.35,11.2252,7.09,667,5850,25908,97.4,1,0,1,0
1,0,0,0,0,0,0,1,0.1158,396.17,10.9508,13.89,722,2759.96,7636,26.9,1,0,0,1
1,0,0,0,0,0,0,1,0.1221,666.3,11.5129,8.89,722,5400,20636,22.6,2,1,0,0
1,0,0,0,1,0,0,0,0.1221,499.73,11.5129,9.19,712,2309.96,24204,30,2,0,0,0
1,0,0,0,0,0,0,1,0.1316,506.56,10.8716,6.52,692,3630,10372,50.1,0,0,0,0
1,0,0,0,0,1,0,0,0.0963,205.41,10.669,21.01,727,3720,2210,11.9,1,0,0,0
1,0,1,0,0,0,0,0,0.08,112.81,10.4632,2.23,737,4589.96,5015,8.2,1,0,0,0
1,0,0,0,1,0,0,0,0.0894,301.83,11.3563,6.27,747,3449.96,6382,9.4,0,0,0,0
1,0,0,0,0,0,0,1,0.0932,191.69,10.3348,5.57,752,4949.96,8143,18.4,0,0,0,0
1,0,0,1,0,0,0,0,0.1565,419.84,11.0821,11.94,712,6897,13583,26.6,0,0,0,1
1,0,0,0,0,0,0,1,0.1221,259.86,10.9853,11.69,692,2069.96,7133,63.7,1,0,0,0
1,1,0,0,0,0,0,0,0.1253,167.34,10.309,0,697,1860,0,0,1,1,0,1
1,0,0,0,0,0,1,0,0.1474,86.35,9.79813,6.93,662,2520,4299,17.1,1,0,0,1
1,0,0,0,0,0,1,0,0.0932,159.74,11.0509,13.79,737,3630,5163,28.1,1,0,0,0
1,0,0,0,0,1,0,0,0.1158,99.05,11.5521,15.18,712,7139.96,21072,94.6,1,0,0,0
1,0,0,0,0,0,0,1,0.0932,127.79,10.6213,17.82,747,3990,24764,32,0,0,0,1
1,0,0,0,0,0,0,1,0.1221,133.26,10.5966,13.26,692,3630,6172,22.2,0,0,0,0
1,0,0,0,0,0,0,1,0.1316,148.59,10.8489,6.69,707,6419.96,11374,68.1,1,1,0,1
1,0,0,1,0,0,0,0,0.08,156.69,9.4727,16.8,762,3660,1970,7.5,0,0,0,0
1,0,0,0,0,1,0,0,0.0963,152.45,10.309,12.52,727,2550,6070,30.3,3,0,0,1
1,0,0,1,0,0,0,0,0.1695,178.14,10.8198,21.7,687,4619.96,5800,66.7,2,1,0,1
1,0,0,0,0,0,0,1,0.1316,344.46,10.6454,14.57,697,2850,8504,87.7,2,0,0,0
1,0,0,0,0,1,0,0,0.1253,301.2,11.3481,21.4,692,5040,7407,45.4,1,0,0,0
1,0,0,0,0,0,0,1,0.08,156.69,11.455,16.21,747,8969.96,78532,36.9,3,0,0,0
1,0,1,0,0,0,0,0,0.1148,494.53,11.2898,0.66,752,2789.96,513,7,3,0,0,0
1,0,0,0,0,1,0,0,0.1221,283.18,10.4956,9.23,722,1487,364,12.1,1,0,0,0
1,0,0,0,1,0,0,0,0.0932,319.47,10.9332,12.62,777,3330,798,4.9,0,0,0,0
1,1,0,0,0,0,0,0,0.0932,332.25,10.6164,14.47,752,2970,3741,10.2,1,0,0,0
1,0,0,1,0,0,0,0,0.0963,288.85,11.4295,15.85,732,4589.96,27458,63.4,0,0,0,0
1,0,0,0,0,0,0,1,0.1632,565.02,10.9508,5.64,662,4770,19607,76.9,0,0,0,0
1,0,0,0,1,0,0,0,0.1221,499.73,10.7144,14.51,712,5699.96,5786,48.6,3,0,1,1
1,0,0,0,0,0,0,1,0.1505,312.23,11.0349,23.75,677,3570,15149,92.9,1,0,0,0
1,0,0,0,0,0,0,1,0.1126,262.91,11.4156,8.04,722,6300,7670,57.7,1,0,0,0
1,0,0,0,0,0,0,1,0.1379,681.51,11.3224,14.94,692,4499.96,36449,45.1,0,0,0,1
1,1,0,0,0,0,0,0,0.0932,47.93,11.0821,5.94,742,5880,2232,38.5,0,0,0,0
1,0,0,0,0,0,1,0,0.1284,403.42,10.4632,11.21,687,8100,8568,48.1,1,4,0,1
1,0,0,0,0,0,1,0,0.0932,223.63,10.5187,23.42,737,4680,22450,52.9,1,0,0,0
1,0,1,0,0,0,0,0,0.1411,273.84,10.7144,8.8,702,1410,0,0,2,0,0,0
1,0,0,0,0,0,0,1,0.1126,328.64,11.4295,2.54,717,6749.96,12809,26.3,3,0,1,0
1,0,0,0,1,0,0,0,0.1537,871.16,13.017,0.13,687,2520,4853,14.8,2,0,0,0
1,0,0,0,0,0,0,1,0.1505,346.92,10.7144,11.92,667,4020,29482,80.3,1,0,0,1
1,0,0,0,0,0,1,0,0.1253,200.8,10.6213,11.24,682,1890,9469,65.8,0,1,0,0
1,0,0,0,0,1,0,0,0.1221,333.15,11.4296,10.45,702,3419.96,17328,45.7,0,0,0,1
1,0,0,0,0,0,0,1,0.1379,817.82,11.813,5.72,707,6060.96,24146,58.9,0,0,0,0
1,0,0,0,0,0,1,0,0.1347,508.84,11.4109,3.77,682,4800,24545,66.9,0,0,0,0
1,0,0,0,0,0,0,1,0.1284,90.77,10.7144,9.17,697,6600,2857,92.2,0,0,0,0
1,0,0,1,0,0,0,0,0.1758,215.66,10.779,5.03,697,1740,3881,55.4,0,0,0,0
1,0,0,0,0,1,0,0,0.1253,100.4,11.0021,12.98,682,4800,8288,83.7,0,0,0,0
1,0,0,1,0,0,0,0,0.1758,539.13,11.2645,9.18,692,5981.96,10055,37.5,0,0,0,0
1,0,0,0,0,0,1,0,0.0894,349.49,11.6613,7.14,742,8490,22162,17.5,0,0,0,0
1,0,0,0,0,1,0,0,0.1221,159.92,11.2252,9.41,697,3750,21069,87.8,0,0,0,0
1,0,1,0,0,0,0,0,0.08,156.69,10.24,2.36,752,2192,2583,31.5,1,0,0,0
1,0,0,0,0,0,0,1,0.08,188.02,10.7364,10.64,762,11700,74759,13.9,0,0,0,0
1,0,0,0,0,0,0,1,0.16,175.79,10.3859,16.3,662,3616,0,0,0,1,0,1
1,0,0,0,0,0,1,0,0.1357,271.75,9.68034,7.35,692,1514,4341,31.2,0,0,0,0
1,0,0,0,0,1,0,0,0.1189,215.57,11.3386,18.1,702,5490,14575,36.4,1,0,0,0
1,0,1,0,0,0,0,0,0.0963,449.32,11.2645,11.88,802,4290,1236,3.9,1,0,0,0
1,1,0,0,0,0,0,0,0.1316,128.33,10.7144,17.01,702,2550,5144,29.1,0,0,0,0
1,0,0,0,0,0,0,1,0.1316,364.72,10.7363,19.05,692,3990,13067,89.5,1,0,0,0
1,0,0,0,0,1,0,0,0.1095,57.25,9.74097,23.65,712,12630,14385,25.6,3,0,0,0
1,0,1,0,0,0,0,0,0.1095,98.15,10.9803,7.4,722,5040,11855,76,2,1,0,1
1,0,0,0,0,0,1,0,0.1632,882.84,12.5602,14.67,687,7320,95324,96.4,0,0,0,0
1,0,0,0,0,1,0,0,0.0963,160.48,11.0588,22.37,727,2669.96,3649,28.5,1,0,0,0
1,0,0,0,0,0,0,1,0.1158,660.27,10.8199,12.46,772,4140.96,0,0,1,0,0,0
1,0,0,0,0,1,0,0,0.08,175.49,11.0821,17.13,757,6150,4728,18.8,1,0,0,0
1,0,0,0,0,0,0,1,0.1253,133.87,10.5966,18.39,687,4050,7227,70.9,0,0,0,0
1,0,0,0,0,0,1,0,0.1505,86.73,11.1844,16.3,667,3600,16242,95.5,0,0,0,0
1,0,0,0,0,0,0,1,0.0963,385.14,10.4631,15.94,767,7139.96,12002,29.4,1,0,0,0
1,0,0,0,0,0,0,1,0.1189,331.64,11.4076,13.95,712,6809.96,32678,75.8,0,0,1,0
1,0,0,0,0,1,0,0,0.1284,268.95,10.6514,16.73,682,3600,4075,20.4,0,0,0,0
1,0,0,0,0,0,0,1,0.1461,379.23,11.1419,12.7,682,10821,21479,82.3,0,0,0,0
1,0,0,0,0,0,0,1,0.1189,530.63,11.4511,13.93,717,7079.96,9867,24.1,1,0,0,0
1,0,1,0,0,0,0,0,0.1221,299.84,10.8905,24.35,702,3600,43751,86.3,0,0,0,0
1,0,0,0,0,1,0,0,0.1095,327.14,11.1563,0.82,722,5984.96,2401,8.1,0,0,0,0
1,0,0,0,0,0,0,1,0.1379,204.46,11.6952,9.74,672,5521,41042,82.1,2,0,0,0
1,0,0,0,0,0,0,1,0.1126,460.09,10.4913,22.83,722,3570,10400,40.2,2,0,0,0
1,0,0,0,0,1,0,0,0.0932,115.01,10.6919,2.1,797,5161,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0.0963,112.33,10.5966,5.31,717,3270,4199,27.6,1,0,0,0
1,0,0,1,0,0,0,0,0.1537,139.39,9.61581,15.04,787,3869.96,1573,3.5,1,0,0,0
1,0,0,0,0,0,0,1,0.1316,489.67,10.7144,24.91,687,3899.96,15134,74.6,0,0,0,0
1,0,0,0,0,0,0,1,0.1126,591.54,11.1052,10.93,742,5550,29596,30.8,0,0,0,1
1,0,0,0,0,0,0,1,0.0788,187.69,10.7893,18.09,722,3870.04,23919,67.6,2,0,0,0
1,0,0,0,0,0,0,1,0.1284,134.48,9.3404,11.7,687,1709.96,3789,75.8,0,0,0,0
1,0,0,0,0,0,0,1,0.1474,172.69,10.0858,15.05,672,1380,9802,63.6,2,1,0,0
1,0,0,0,0,0,0,1,0.1253,133.87,11.0993,3.26,712,1740,3690,73.8,0,0,0,0
1,0,0,0,0,0,0,1,0.1347,463.05,10.8967,23.29,682,3300,18749,61.1,3,1,0,0
1,0,0,0,0,0,0,1,0.1095,196.29,10.0432,8.82,742,7320,591,29.5,0,0,0,0
1,0,0,0,0,0,0,1,0.1221,199.89,10.1811,11.05,687,4589.96,14387,68.5,0,0,0,1
1,0,0,0,0,0,0,1,0.1379,681.51,11.6952,15,687,7680,24911,27.2,1,2,0,0
1,0,0,0,1,0,0,0,0.0963,231.08,11.3737,3.61,777,4499.96,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0.1221,116.61,10.5966,8.28,687,5249.96,3900,43.7,0,1,0,0
1,0,0,0,0,0,1,0,0.1287,235.44,10.8198,16.06,692,2940,19609,73.7,2,0,0,0
1,0,0,0,0,0,0,1,0.0963,320.95,10.8198,21.89,747,6389.96,33895,33.3,0,0,0,0
1,0,1,0,0,0,0,0,0.08,125.35,11.1273,14.19,772,2339.96,471,2.6,2,0,0,0
1,0,1,0,0,0,0,0,0.0932,191.69,11.4647,9.51,742,4680,31108,34.9,0,0,0,1
1,0,0,1,0,0,0,0,0.1758,251.6,10.309,13.16,712,2100,12017,73.7,1,0,0,0
1,0,0,0,0,0,0,1,0.1284,403.42,10.4341,23.05,687,5070,8856,28.2,2,2,1,0
1,0,0,0,0,0,0,1,0.1221,449.76,11.1273,18.72,707,3180.96,28714,53.1,0,0,0,0
1,1,0,0,0,0,0,0,0.1411,201.1,9.86267,0.56,682,6540,0,0,2,0,0,0
1,0,0,0,0,1,0,0,0.0894,142.98,11.5129,9.6,752,3893.96,50284,32.6,3,0,0,0
1,0,1,0,0,0,0,0,0.0932,111.82,10.7941,8.94,767,2069.96,280,2.1,0,0,0,0
1,0,0,0,1,0,0,0,0.08,203.69,11.728,8.79,752,7439.96,7828,13.2,3,0,0,0
1,0,0,0,0,0,0,1,0.1442,206.3,10.779,4.88,662,2100,5565,43.1,0,0,0,0
1,0,0,0,0,1,0,0,0.1347,122.13,9.61581,15.28,682,1410,371,37.1,1,0,0,0
1,0,0,0,0,0,0,1,0.1379,238.53,11.1913,13.41,682,4619.96,22541,57.1,1,0,0,0
1,0,0,0,0,0,0,1,0.1221,299.84,11.5179,8.6,697,5639.96,20994,75.8,1,0,0,0
1,1,0,0,0,0,0,0,0.0932,255.58,10.309,16.8,772,5969.96,7590,25.7,0,0,0,0
1,0,0,0,1,0,0,0,0.1253,227.58,11.0821,4.1,747,2789.96,155,1.2,6,0,0,1
1,0,0,0,0,0,0,1,0.1189,328.33,10.6287,18.19,707,3607,8737,70.5,0,0,0,0
1,0,0,0,0,0,0,1,0.1348,447.8,10.4631,22.25,687,3955.04,23698,78.7,0,0,0,0
1,0,0,0,0,0,1,0,0.1126,87.09,10.779,20.8,702,15420,8129,63,1,0,0,0
1,0,0,0,0,0,0,1,0.1158,495.21,11.1982,10.22,752,8400,16877,54.4,1,0,0,0
1,0,0,0,0,1,0,0,0.1726,751.47,10.779,13.38,667,5646.96,0,0,1,3,0,0
1,0,0,0,0,1,0,0,0.08,156.69,10.9886,7.12,752,5669.96,13538,48.9,3,0,0,0
1,0,0,0,0,1,0,0,0.08,100.28,10.309,2.84,762,2550,179,0.5,1,0,0,0
1,1,0,0,0,0,0,0,0.1284,268.95,9.4727,0,717,1440,0,0,3,0,0,1
1,0,0,0,0,0,0,1,0.0768,124.77,10.8199,17.06,782,4290,1950,18.7,3,0,0,0
1,0,0,0,0,0,0,1,0.1189,265.32,9.90349,8.46,712,4169.96,14326,75.4,0,0,0,0
1,0,0,0,0,1,0,0,0.1221,59.97,11.0021,19.82,732,3720,16854,96.3,0,0,0,0
1,0,0,0,0,0,0,1,0.1316,337.71,10.7364,15.47,687,1679.96,4351,33.7,0,0,0,1
1,0,0,0,0,0,0,1,0.1442,275.07,10.8967,7,662,1949.96,14867,57.6,2,0,0,0
1,0,0,0,0,1,0,0,0.0963,288.85,11.3505,7.19,757,2759.96,11,0.1,1,0,0,1
1,0,0,0,0,1,0,0,0.1505,173.46,11.3504,14.04,672,5490,9952,97.6,1,0,0,0
1,0,0,0,0,0,0,1,0.1221,283.18,11.0821,9.18,692,1979.96,9283,72.5,0,0,0,0
1,0,0,0,0,0,0,1,0.1284,268.95,10.7144,8.32,712,2100,9572,76.6,0,0,0,0
1,0,0,0,0,0,1,0,0.1568,700.04,11.6952,16.77,677,2280,29799,53,3,0,0,0
1,0,0,0,1,0,0,0,0.1284,282.4,11.9382,0.39,712,8159.96,5714,28.4,3,0,0,0
1,0,0,0,0,0,0,1,0.08,94.01,10.309,10.4,742,3809.96,8112,18.2,0,0,0,0
1,0,0,0,0,0,1,0,0.1253,351.4,10.8494,23.49,697,2850,18709,63.9,1,0,0,0
1,0,0,0,0,1,0,0,0.1442,120.34,10.2244,14.67,672,5249.96,10455,95.3,3,1,0,1
1,0,0,0,0,0,1,0,0.1062,162.8,10.0858,21.6,707,4800,6010,41.4,0,1,0,0
1,0,0,0,0,0,0,1,0.1095,523.42,10.6214,17,752,4290,1850,7.6,1,0,0,0
1,0,1,0,0,0,0,0,0.1126,262.91,11.0021,4.46,742,2550,4824,47.8,2,0,0,0
1,0,0,0,1,0,0,0,0.1126,427.23,11.2119,15.31,742,5580,957,16.8,2,0,0,0
1,0,0,0,0,0,0,1,0.1126,657.27,11.4076,12.15,757,3779.96,5948,56.6,0,0,0,0
1,0,0,0,0,0,0,1,0.0963,385.14,11.0821,11.76,752,7650,54707,50.6,2,0,0,1
1,0,0,0,0,0,0,1,0.1284,470.66,11.8845,8.88,717,1110,2424,15.6,1,0,0,0
1,0,0,0,0,1,0,0,0.1284,141.2,10.2347,10.21,682,4020,4002,61.6,2,0,0,1
1,0,0,0,0,0,0,1,0.167,497.02,11.1563,12.75,707,5088,65335,66.9,1,0,0,0
1,0,0,0,0,0,0,1,0.1253,284.47,11.1474,22.05,692,7020,33321,83.5,1,0,0,0
1,0,0,0,0,0,0,1,0.0963,320.95,11.2252,13.79,737,3059.96,21027,17.7,1,0,0,0
1,0,0,0,0,1,0,0,0.1284,571.51,10.1659,7.8,752,13140,77929,8.3,7,0,0,1
1,0,0,0,0,0,1,0,0.0932,188.49,10.9682,5.07,737,5341.96,4499,17.8,1,0,0,0
1,0,0,0,0,0,0,1,0.1537,418.16,10.9151,8.51,672,4410,7494,94.9,1,0,0,0
1,0,0,0,0,1,0,0,0.1474,207.23,9.85198,12.32,662,1770,5825,48.5,0,0,0,0
1,0,0,0,0,1,0,0,0.1158,495.21,11.7118,4.34,727,4740,13410,20,0,0,0,0
1,0,0,0,0,1,0,0,0.1568,490.03,11.6699,6.02,687,3240,7755,90.2,1,0,0,0
1,0,0,0,0,0,1,0,0.1158,351.6,10.9151,9.25,717,7199.96,17808,58,2,0,0,0
1,0,0,0,0,0,0,1,0.1253,234.27,11.0021,6.64,697,5729.96,11391,67,1,0,0,0
1,0,0,0,0,1,0,0,0.0768,155.96,10.4879,3.65,797,9420,4787,10.8,0,0,0,0
1,0,0,0,0,0,1,0,0.1474,518.06,11.0821,6.79,687,2130,11314,87,2,0,0,0
1,0,0,0,0,0,0,1,0.1316,709.18,11.7753,8.23,702,10590,11956,71.1,2,0,1,0
1,0,0,0,0,0,0,1,0.1347,254.42,10.7769,13.23,677,3179.96,8815,51,1,0,0,0
1,0,0,0,0,1,0,0,0.1284,47.07,8.49454,17.68,722,2100,0,2.5,3,0,0,0
1,1,0,0,0,0,0,0,0.1316,135.09,10.309,4.28,752,8279.96,2049,9.1,8,0,0,0
1,0,0,0,0,0,0,1,0.1316,337.71,11.3504,18.31,702,3240,16528,22.9,1,0,0,0
1,0,0,0,0,0,1,0,0.1253,602.4,11.5327,16.42,707,7859.96,11318,35.3,0,0,0,0
1,0,0,0,0,1,0,0,0.1221,266.52,10.516,6.21,717,1589.96,6883,65.6,0,0,0,0
1,1,0,0,0,0,0,0,0.1357,203.82,10.309,10.84,677,2670,3962,56.6,1,0,0,0
1,0,0,0,0,0,0,1,0.1221,399.78,10.8589,17.12,702,4169.96,15524,29,0,0,0,0
1,0,0,0,0,0,0,1,0.0963,288.85,10.6805,8.77,737,3210,15228,60.4,1,0,0,0
1,0,0,0,0,0,0,1,0.1316,371.48,10.915,7.62,682,2669.96,10756,69.8,0,0,0,0
1,0,0,0,0,0,0,1,0.1537,261.35,10.7144,15.84,662,3210,5015,85,0,0,0,0
1,0,1,0,0,0,0,0,0.1218,266.4,10.7579,2.32,762,4474,7470,38.3,1,0,0,0
1,0,0,0,0,0,1,0,0.0932,153.35,11.2772,17.26,742,5160,22101,26.8,0,0,0,0
1,0,0,1,0,0,0,0,0.2011,623.4,11.0021,21.34,662,3960,13337,59,0,1,1,1
1,0,0,0,0,0,0,1,0.1379,391.87,10.6454,10.89,687,3660,11637,91.6,1,0,0,0
1,0,0,0,0,0,1,0,0.1126,394.36,10.7144,17.39,722,2699.96,5079,14.8,2,0,0,0
1,0,0,0,0,0,0,1,0.1095,327.14,10.8198,22.46,727,4169.96,10593,37.2,0,0,0,0
1,0,1,0,0,0,0,0,0.1411,328.6,11.4076,12.72,667,5309.96,11265,39,0,2,0,0
1,0,0,0,0,0,0,1,0.1126,230.05,10.9878,18.2,712,7469.96,42157,86.6,1,0,0,0
1,0,0,0,0,0,0,1,0.0963,224.66,10.8198,12.77,727,7320,13539,68.7,0,0,0,0
1,0,0,0,1,0,0,0,0.0963,365.88,11.8277,4.21,807,4259.96,58518,0,1,0,0,0
1,0,0,0,0,0,0,1,0.1095,327.14,10.8198,8.9,727,3179.96,6048,26.8,1,0,0,0
1,0,0,0,0,0,0,1,0.1505,312.23,11.039,11.3,662,1770,12842,61.7,2,0,0,0
1,0,0,0,0,0,0,1,0.1474,690.74,12.0015,10.2,712,3960,106181,94.1,0,1,0,0
1,0,0,1,0,0,0,0,0.1531,417.79,11.2058,10.39,742,2785.96,2577,6.3,1,0,0,0
1,0,0,0,0,0,0,1,0.1095,314.06,11.9448,8.75,732,3119.96,33147,34.9,2,0,0,0
1,0,0,0,0,0,0,1,0.16,351.58,11.3504,8.6,672,5220,9132,36.5,2,0,0,0
1,0,0,0,0,0,1,0,0.1189,182.41,10.669,17.94,697,2819.96,5668,76.6,3,1,0,0
1,0,0,0,0,1,0,0,0.0963,353.04,10.8396,19.48,737,2910,1100,7.7,1,0,0,0
1,0,0,0,0,1,0,0,0.1126,427.23,11.3737,18.36,732,2069.96,5730,10.8,1,0,0,0
1,0,0,0,0,0,0,1,0.1189,782.67,10.915,16.21,737,5009.96,29276,71.5,0,0,0,0
1,0,0,0,0,0,0,1,0.1189,265.32,10.5966,15.69,717,2640,7131,93.8,0,0,0,0
1,0,0,0,0,0,0,1,0.074,139.77,11.372,14.18,797,4939.96,5254,11.6,0,0,0,0
1,0,0,0,0,1,0,0,0.1189,497.46,11.19,11.85,752,2160,1281,2.3,4,0,0,0
1,0,0,0,0,0,0,1,0.1114,173.86,11.5129,8.47,742,4896,73258,89.9,1,0,0,0
1,0,0,0,0,0,0,1,0.0963,481.42,10.8781,10.87,782,6540,17040,39.4,2,0,0,0
1,0,0,0,0,0,0,1,0.1411,444.98,11.0974,17.51,682,5669.96,22388,91.3,3,2,0,0
1,0,0,0,0,0,0,1,0.1316,439.02,10.8198,9.53,687,1860,13472,80.7,0,0,0,0
1,0,0,0,0,0,0,1,0.1253,589.01,11.0556,10.05,737,6029.96,51054,58.8,1,0,0,0
1,0,0,0,0,0,0,1,0.1316,351.21,11.3504,6.73,682,4290,4611,30.7,0,1,0,0
1,0,0,0,0,1,0,0,0.0932,47.93,10.8155,18.2,722,3720,1498,6.7,1,0,0,0
1,0,0,0,0,0,1,0,0.1853,910.44,11.6952,24.97,672,4290,96565,88.9,0,0,0,0
1,0,0,0,0,0,0,1,0.1316,405.25,11.2186,18.22,697,4560.96,10157,63.9,1,0,0,1
1,0,0,0,0,0,0,1,0.1183,308.15,11.4076,4.12,722,3149.96,1067,46.4,1,0,0,0
1,0,0,0,0,0,0,1,0.1158,445.69,10.8445,15.34,717,2819.96,13582,51.1,2,0,0,0
1,0,0,0,0,0,0,1,0.1189,663.28,11.1844,14.12,727,3210,20979,68.6,0,0,0,0
1,0,0,0,0,0,0,1,0.1632,529.71,11.6082,10.37,662,3360,14517,91.3,2,0,1,0
1,1,0,0,0,0,0,0,0.1253,167.34,10.3735,11.81,682,5130,1278,63.9,1,1,0,0
1,0,0,0,0,0,0,1,0.1426,171.53,10.8199,18.57,667,4619.96,10883,27.2,2,0,0,0
1,0,0,0,0,0,0,1,0.1095,323.87,10.5713,14.65,727,2399.96,10299,39.9,0,0,0,0
1,0,0,0,0,0,0,1,0.1411,136.92,11.1562,2.43,682,1110,4177,41.4,2,0,0,0
1,0,0,0,0,0,0,1,0.1189,198.99,10.779,23.55,712,1890,4659,41.6,0,0,0,0
1,0,0,1,0,0,0,0,0.1853,538.98,11.0021,1.58,717,3390,8476,66.7,1,0,0,1
1,0,0,0,0,1,0,0,0.1095,196.29,11.1273,21.33,717,5639.96,27411,42.4,2,0,0,0
1,0,0,0,0,1,0,0,0.1537,174.24,11.0821,4.23,677,3869.96,5239,22.6,1,1,0,0
1,0,0,0,0,0,0,1,0.1114,519.94,11.2697,9.5,762,7721,13405,23.7,3,0,0,1
1,0,1,0,0,0,0,0,0.1505,104.08,10.8198,14.93,687,5639.96,3149,98.4,0,0,0,0
1,0,0,0,0,0,0,1,0.1221,333.15,10.5453,7.14,702,3180.96,5520,13.6,1,0,0,0
1,0,0,0,0,0,0,1,0.1253,334.67,11.1707,9.8,707,5130,11437,35.4,2,1,0,0
1,0,0,1,0,0,0,0,0.1695,356.27,10.8396,23.53,702,4410,19230,44.4,3,0,0,0
1,0,0,0,0,0,0,1,0.16,703.15,11.2384,23.57,697,4649.96,22037,99.3,1,0,0,0
1,1,0,0,0,0,0,0,0.1221,399.78,11.5521,8.75,707,6600,5199,12.5,1,1,0,0
1,0,0,0,0,1,0,0,0.0737,108.66,10.7032,13.89,787,5339.96,5284,7,2,0,0,0
1,0,0,0,0,0,0,1,0.0963,449.32,11.1502,14.57,762,15120,14992,34.6,0,0,0,0
1,1,0,0,0,0,0,0,0.1114,164.02,11.1563,14.52,717,3669,4093,17.1,2,0,0,0
1,0,0,0,0,0,0,1,0.1253,284.47,10.1266,18.72,687,1979.96,13604,52.5,0,0,0,0
1,0,0,0,0,0,0,1,0.1158,561.23,11.122,11.82,727,6540,21676,62.1,0,0,0,0
1,0,0,0,0,0,0,1,0.0932,460.04,11.3206,4.29,772,5760,4554,9.4,2,0,0,0
1,0,1,0,0,0,0,0,0.0768,109.17,10.9682,15.89,752,15360,17771,37.2,0,0,0,0
1,0,0,0,0,0,0,1,0.1158,429.18,11.1562,18.22,712,4529.96,24893,69.9,1,0,0,0
1,0,0,0,0,1,0,0,0.1284,268.95,10.309,4.28,687,4949.96,1602,76.3,0,0,0,0
1,0,0,0,0,0,0,1,0.1126,709.85,11.4076,7.91,752,4800,16249,72.5,1,0,0,1
1,0,0,0,0,0,0,1,0.1347,67.85,10.1464,14.64,667,6809.96,11821,33.7,0,1,0,0
1,0,0,0,0,1,0,0,0.1095,32.72,10.3797,15.43,717,3899.96,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0.1411,189.98,10.8198,21.58,667,3119.96,13594,63.5,2,0,0,0
1,0,0,0,0,0,1,0,0.1183,424.12,10.7064,10.65,717,3965,9294,19.3,2,0,0,0
